Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Precipitationmm
2015-07-12,28,21,14,29,10,0
2015-07-13,23,20,17,21,8,0
2015-07-14,27,22,17,29,10,0
2015-07-15,29,22,16,11,8,0
2015-07-16,33,24,16,11,5,0
2015-07-17,34,24,16,29,6,7.87
2015-07-18,27,23,19,23,8,0
2015-07-19,29,23,18,29,10,0.76
2015-07-20,28,24,19,18,6,0
2015-07-21,32,25,18,14,6,0
2015-07-22,34,26,18,29,6,3.05
2015-07-23,24,21,17,14,6,6.1
2015-07-24,30,23,16,21,6,0
2015-07-25,24,19,14,45,19,0
2015-07-26,23,16,9,16,6,0
2015-07-27,22,18,14,37,14,0.25
2015-07-28,22,19,14,32,14,0.76
2015-07-29,18,16,12,29,10,0.51
2015-07-30,20,14,9,21,8,0
2015-07-31,23,15,7,16,10,0
2015-08-01,22,18,13,16,6,0
2015-08-02,28,20,12,14,5,0
2015-08-03,31,22,13,11,5,0
2015-08-04,29,22,16,34,8,2.03
2015-08-05,30,22,14,11,5,0
2015-08-06,35,26,16,24,6,0
2015-08-07,37,27,17,13,5,0
2015-08-08,33,27,20,26,10,0
2015-08-09,32,27,21,29,13,6.1
2015-08-10,26,22,19,16,8,0
2015-08-11,28,24,19,16,10,0
2015-08-12,32,24,18,14,5,0
2015-08-13,35,27,18,21,5,0
2015-08-14,26,22,18,26,10,0.51
2015-08-15,23,19,16,18,6,0
2015-08-16,19,17,14,26,10,4.06
2015-08-17,18,16,14,16,10,0
2015-08-18,21,14,8,19,6,0
2015-08-19,19,17,14,14,5,1.02
2015-08-20,21,17,13,11,3,0
2015-08-21,24,18,11,13,5,0
2015-08-22,25,19,12,19,6,0
2015-08-23,26,19,12,19,5,2.03
2015-08-24,24,19,14,32,6,3.05
2015-08-25,22,17,12,16,10,0
2015-08-26,27,18,8,11,5,0
2015-08-27,31,22,13,19,6,0
2015-08-28,26,22,19,26,8,0
2015-08-29,32,24,16,11,5,0
2015-08-30,33,25,17,13,5,0
2015-08-31,33,25,17,19,5,0
2015-09-01,26,21,14,29,10,4.06
2015-09-02,21,16,11,14,6,0
2015-09-03,19,17,14,14,5,0.51
2015-09-04,19,14,10,23,8,0
2015-09-05,17,12,7,29,10,0
2015-09-06,14,11,8,24,14,0.25
2015-09-07,16,11,6,21,6,0
2015-09-08,18,14,11,14,6,0
2015-09-09,20,13,7,23,8,0
2015-09-10,19,13,7,26,10,0
2015-09-11,21,13,5,14,5,0
2015-09-12,27,18,9,24,5,0.51
2015-09-13,23,19,15,11,3,0
2015-09-14,22,18,13,34,8,3.05
2015-09-15,19,15,11,23,8,0
2015-09-16,20,17,13,11,5,0.76
2015-09-17,16,13,10,16,6,5.08
