Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Precipitationmm
2015-02-26,9,6,3,29,13,2.03
2015-02-27,7,4,1,29,14,3.05
2015-02-28,7,2,-2,27,11,0
2015-03-01,11,7,2,34,26,0.51
2015-03-02,9,4,1,45,26,2.03
2015-03-03,6,3,0,35,23,2.03
2015-03-04,7,3,1,45,23,2.03
2015-03-05,8,4,0,26,18,0
2015-03-06,9,6,2,26,16,0
2015-03-07,12,8,3,26,14,0
2015-03-08,17,11,3,24,14,0
2015-03-09,11,7,3,14,8,0
2015-03-10,12,7,2,24,11,0
2015-03-11,10,4,-2,26,13,0
2015-03-12,11,4,-3,21,8,0
2015-03-13,7,3,0,26,16,0
2015-03-14,6,4,2,26,16,0
2015-03-15,7,5,3,26,19,0.25
2015-03-16,12,7,3,26,19,0
2015-03-17,16,9,3,18,11,0
2015-03-18,16,9,2,14,6,0
2015-03-19,14,8,1,11,6,0
2015-03-20,7,2,-2,16,10,0
2015-03-21,8,6,3,32,16,3.05
2015-03-22,6,2,-1,29,18,0
2015-03-23,9,3,-2,19,10,0
2015-03-24,11,5,-1,11,5,0
2015-03-25,14,9,3,26,14,0
2015-03-26,8,6,4,21,14,0
2015-03-27,8,6,4,35,19,1.02
2015-03-28,10,7,3,29,14,0.25
2015-03-29,11,8,5,63,26,9.91
2015-03-30,9,6,3,55,39,3.05
2015-03-31,9,6,2,69,37,3.05
2015-04-01,8,4,1,45,32,2.03
2015-04-02,7,3,1,47,24,3.05
2015-04-03,9,6,2,26,16,0
2015-04-04,9,4,-1,26,10,0.51
2015-04-05,10,3,-4,23,10,0
2015-04-06,12,8,2,18,10,0
2015-04-07,12,5,-2,34,10,0
2015-04-08,12,8,4,21,16,0
2015-04-09,17,8,-1,8,3,0
2015-04-10,19,11,3,13,5,0
2015-04-11,19,12,5,39,14,1.02
2015-04-12,14,9,4,35,21,0
2015-04-13,12,8,3,50,29,0
2015-04-14,18,10,1,32,11,0
2015-04-15,22,14,7,47,18,0
2015-04-16,12,8,4,24,16,0
2015-04-17,12,7,2,29,14,0
2015-04-18,14,9,4,26,14,0
2015-04-19,14,8,1,16,8,0
2015-04-20,18,10,2,29,14,0
2015-04-21,16,9,2,32,14,0
2015-04-22,14,10,6,29,21,0
2015-04-23,14,10,5,16,11,0
2015-04-24,19,12,5,21,8,0
2015-04-25,14,12,9,23,10,0.76
2015-04-26,16,12,7,23,11,2.03
2015-04-27,12,9,6,26,18,0
2015-04-28,12,5,-2,50,11,0.51
2015-04-29,14,7,0,26,13,0
2015-04-30,13,9,6,35,13,0.76
2015-05-01,13,8,3,23,13,0
2015-05-02,14,7,0,18,8,0
2015-05-03,18,11,4,32,18,2.03
2015-05-04,19,15,11,29,18,0
2015-05-05,24,17,9,40,21,1.02
2015-05-06,18,12,6,35,16,2.03
2015-05-07,16,12,8,35,21,3.05
2015-05-08,18,13,8,14,8,0
2015-05-09,18,14,10,35,16,0.25
2015-05-10,17,12,8,37,23,0
2015-05-11,24,16,8,29,16,0
2015-05-12,22,15,8,40,10,0
2015-05-13,17,12,7,34,18,0
2015-05-14,13,10,7,18,13,0
2015-05-15,14,9,4,19,13,0
2015-05-16,14,8,1,35,13,0
2015-05-17,15,9,4,34,18,0
2015-05-18,18,12,6,27,11,0.51
2015-05-19,16,11,6,35,19,0.25
2015-05-20,15,10,4,32,11,0.51
2015-05-21,16,10,3,26,11,0
2015-05-22,20,12,4,21,10,0
2015-05-23,16,12,8,23,10,1.02
2015-05-24,19,10,2,14,6,0
2015-05-25,15,11,7,26,10,0
2015-05-26,14,10,6,27,14,0
2015-05-27,16,11,7,26,14,0
2015-05-28,16,11,7,32,18,10.92
2015-05-29,17,10,3,40,11,0
2015-05-30,13,9,6,37,26,0.25
2015-05-31,18,11,4,26,14,0
2015-06-01,16,12,8,26,18,0
2015-06-02,19,14,10,40,23,0
2015-06-03,18,14,10,40,26,0
2015-06-04,21,12,3,13,6,0
2015-06-05,29,19,10,19,14,0
2015-06-06,21,17,12,29,18,0
2015-06-07,21,13,6,26,10,0
2015-06-08,17,11,4,26,13,0
2015-06-09,18,11,5,21,13,0
2015-06-10,21,14,8,24,13,0
2015-06-11,23,16,9,26,13,0
2015-06-12,27,19,11,14,10,0
2015-06-13,28,21,15,32,8,5.08
2015-06-14,17,14,12,27,18,0
2015-06-15,17,13,9,26,16,0
2015-06-16,17,12,8,26,13,0
2015-06-17,22,13,5,26,11,0
2015-06-18,18,14,11,34,18,0.25
2015-06-19,14,12,9,29,18,2.03
2015-06-20,16,12,8,26,18,0
2015-06-21,19,13,7,32,6,1.02
2015-06-22,18,13,9,23,11,7.87
2015-06-23,17,13,9,27,13,1.02
2015-06-24,18,14,11,26,19,0
2015-06-25,23,17,11,21,8,0
2015-06-26,23,18,14,14,3,0
2015-06-27,23,18,14,34,14,3.05
2015-06-28,23,16,8,14,8,0.76
2015-06-29,25,19,14,24,10,0
2015-06-30,24,17,9,21,8,0
2015-07-01,29,21,13,26,14,0
2015-07-02,33,26,19,29,19,0
2015-07-03,30,24,19,32,14,0
2015-07-04,37,28,19,29,10,0
2015-07-05,26,22,18,29,11,3.05
2015-07-06,24,19,14,27,19,0
2015-07-07,28,21,13,24,8,0.76
2015-07-08,19,17,14,35,23,2.03
2015-07-09,18,14,10,43,26,2.03
2015-07-10,21,14,8,26,16,0
2015-07-11,26,18,10,18,6,0
2015-07-12,21,18,14,27,11,3.05
2015-07-13,19,17,14,19,11,8.89
2015-07-14,20,17,14,19,10,1.02
2015-07-15,22,17,12,14,6,0.51
2015-07-16,22,19,16,16,8,0
2015-07-17,31,22,14,35,14,0.51
2015-07-18,24,20,15,29,14,0
2015-07-19,17,14,12,26,10,7.11
2015-07-20,24,17,9,23,13,0
2015-07-21,25,21,16,32,14,0
2015-07-22,26,19,13,24,10,0
2015-07-23,21,17,13,26,11,0
2015-07-24,24,18,11,19,8,0
2015-07-25,24,18,13,45,18,11.94
2015-07-26,20,16,11,37,26,0.25
2015-07-27,19,16,12,35,16,6.1
2015-07-28,19,16,13,39,24,1.02
2015-07-29,17,13,11,39,24,6.1
2015-07-30,18,15,12,37,29,0.51
2015-07-31,18,14,10,24,16,0
2015-08-01,23,16,8,19,8,0
2015-08-02,24,16,7,13,8,0
2015-08-03,31,22,13,24,13,0
2015-08-04,27,21,16,26,11,2.03
2015-08-05,24,18,12,19,10,0
2015-08-06,32,22,13,21,11,0
2015-08-07,24,19,15,21,10,10.92
2015-08-08,22,18,13,23,13,0
2015-08-09,25,16,7,14,6,0
2015-08-10,26,21,16,21,10,24.89
2015-08-11,25,20,15,19,10,0
2015-08-12,23,20,17,19,11,0
2015-08-13,26,20,15,27,18,0
2015-08-14,27,22,17,19,13,0
2015-08-15,26,21,17,26,8,0
2015-08-16,22,20,17,23,13,0.25
2015-08-17,20,18,17,19,10,4.06
2015-08-18,16,16,15,14,8,7.87
2015-08-19,22,18,13,11,5,0
2015-08-20,23,17,11,13,5,0
2015-08-21,25,19,13,19,8,0
2015-08-22,26,19,12,21,8,0
2015-08-23,24,18,12,29,16,0
2015-08-24,24,19,14,35,18,0.76
2015-08-25,20,18,15,40,21,0.76
2015-08-26,26,20,14,32,19,0
2015-08-27,19,17,14,26,14,6.1
2015-08-28,20,17,13,21,11,0
2015-08-29,23,16,8,16,5,0
2015-08-30,24,19,13,14,6,4.06
2015-08-31,29,23,18,29,10,3.05
2015-09-01,18,14,12,29,14,1.02
2015-09-02,18,13,9,27,18,0
2015-09-03,19,13,8,26,10,0.51
2015-09-04,17,13,9,29,16,0
2015-09-05,16,13,11,35,24,3.05
2015-09-06,16,13,10,47,29,4.06
2015-09-07,19,14,9,21,14,0.51
2015-09-08,18,12,7,19,6,0
2015-09-09,18,13,8,21,11,0
2015-09-10,19,13,7,19,11,0
2015-09-11,18,14,9,23,13,0
2015-09-12,20,14,9,24,13,5.08
2015-09-13,20,17,14,18,8,0.51
2015-09-14,20,17,14,26,11,4.06
2015-09-15,16,11,7,32,19,11.94
2015-09-16,17,13,10,27,16,0.51
2015-09-17,18,16,13,35,21,1.02
