Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Precipitationmm
2015-07-19,26,21,17,35,13,10.92
2015-07-20,23,18,13,21,13,0.25
2015-07-21,28,22,17,32,13,0
2015-07-22,30,23,17,26,10,0
2015-07-23,22,19,17,18,11,0
2015-07-24,27,21,14,19,10,0
2015-07-25,24,18,13,48,24,0
2015-07-26,21,16,10,43,24,1.02
2015-07-27,19,16,12,39,16,5.08
2015-07-28,20,16,12,37,23,0
2015-07-29,19,15,11,32,18,0.25
2015-07-30,19,14,9,29,21,0
2015-07-31,19,13,7,14,11,0
2015-08-01,24,17,9,13,8,0
2015-08-02,27,19,11,14,8,0
2015-08-03,31,22,13,16,8,0
2015-08-04,32,26,19,42,14,0
2015-08-05,25,18,12,23,11,0
2015-08-06,34,24,14,11,6,0
2015-08-07,33,26,17,26,10,0
2015-08-08,31,24,19,32,10,0
2015-08-09,27,22,17,21,13,0
2015-08-10,32,24,18,19,11,0
2015-08-11,29,23,17,23,11,0
2015-08-12,28,22,17,24,13,0
2015-08-13,30,23,16,24,11,3.05
2015-08-14,29,24,19,21,10,2.03
2015-08-15,24,21,18,32,11,12.95
2015-08-16,19,18,16,16,11,4.06
2015-08-17,17,16,14,24,16,7.11
2015-08-18,17,14,13,21,14,0
2015-08-19,19,14,9,14,10,0
2015-08-20,17,16,13,10,3,0
2015-08-21,23,16,8,16,8,0
2015-08-22,23,16,9,21,8,0
2015-08-23,23,17,12,24,11,0
2015-08-24,24,20,15,45,14,0
2015-08-25,19,16,13,40,23,0
2015-08-26,25,19,13,29,16,0
2015-08-27,28,23,18,29,16,0.25
2015-08-28,18,16,13,16,8,0.25
2015-08-29,24,18,12,14,6,0
2015-08-30,33,24,16,19,6,0
2015-08-31,33,26,17,26,10,0
2015-09-01,27,21,14,43,13,0
2015-09-02,19,14,9,18,10,0
2015-09-03,17,13,10,21,8,0.76
2015-09-04,18,12,6,32,14,0
2015-09-05,17,13,9,35,23,0.25
2015-09-06,15,11,7,42,27,0
2015-09-07,18,13,8,29,19,0.25
2015-09-08,18,13,8,19,11,0
2015-09-09,17,12,8,21,10,0
2015-09-10,16,12,8,26,8,2.03
2015-09-11,16,12,8,14,6,0
2015-09-12,24,14,4,18,8,0
2015-09-13,23,19,15,16,8,0
2015-09-14,19,16,12,42,13,8.89
2015-09-15,17,13,9,39,18,0
2015-09-16,19,16,12,29,13,2.03
2015-09-17,20,17,13,40,23,0
