Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Precipitationmm
2015-06-08,18,12,6,26,13,0
2015-06-09,17,12,8,19,10,0
2015-06-10,21,13,6,14,6,0
2015-06-11,23,17,11,16,10,0
2015-06-12,27,19,12,18,8,0
2015-06-13,27,21,15,26,10,0.25
2015-06-14,17,16,13,23,13,0
2015-06-15,19,14,9,24,13,0
2015-06-16,17,11,4,26,10,0
2015-06-17,21,12,3,21,8,0
2015-06-18,20,16,11,34,14,0
2015-06-19,16,13,9,26,18,3.05
2015-06-20,16,13,9,26,18,0.76
2015-06-21,18,14,9,18,6,0
2015-06-22,15,12,9,23,11,13.97
2015-06-23,16,12,8,29,14,1.02
2015-06-24,18,14,10,26,19,0
2015-06-25,24,18,12,19,10,0
2015-06-26,22,18,13,18,6,0
2015-06-27,22,18,13,35,14,0.76
2015-06-28,22,16,9,16,8,0
2015-06-29,26,20,15,24,11,0
2015-06-30,26,19,12,11,6,0
2015-07-01,29,21,13,26,13,0
2015-07-02,33,25,17,26,18,0
2015-07-03,31,24,18,37,11,5.08
2015-07-04,36,28,19,19,8,0
2015-07-05,30,25,20,40,10,14.99
2015-07-06,23,19,15,24,14,0
2015-07-07,29,21,13,21,8,1.02
2015-07-08,19,17,15,34,19,0.51
2015-07-09,18,14,11,43,23,0.25
2015-07-10,19,14,8,29,16,0
2015-07-11,26,18,9,19,6,0
2015-07-12,18,17,15,26,11,3.05
2015-07-13,18,17,14,23,13,4.06
2015-07-14,22,18,14,35,13,2.03
2015-07-15,23,18,14,14,8,0
2015-07-16,23,19,16,21,10,0
2015-07-17,32,23,14,27,11,0
2015-07-18,24,20,16,26,11,0
2015-07-19,19,16,13,19,10,7.11
2015-07-20,25,18,12,14,11,2.03
2015-07-21,26,22,18,34,13,0.25
2015-07-22,26,21,16,26,10,0
2015-07-23,22,18,13,26,10,0
2015-07-24,26,19,12,26,11,0
2015-07-25,24,19,13,50,24,2.03
2015-07-26,21,16,11,35,24,0.25
2015-07-27,19,16,12,35,16,3.05
2015-07-28,19,17,14,32,19,0.51
2015-07-29,18,15,12,37,19,1.02
2015-07-30,19,15,11,35,26,0
2015-07-31,18,13,8,21,13,0
2015-08-01,25,17,8,19,10,0
2015-08-02,26,18,11,14,10,0
2015-08-03,32,22,12,23,11,0
2015-08-04,32,24,16,35,13,2.03
2015-08-05,26,19,12,21,10,0
2015-08-06,33,23,13,21,11,0
2015-08-07,31,23,16,26,11,0
2015-08-08,22,19,14,32,13,1.02
2015-08-09,26,18,9,14,8,0
2015-08-10,29,23,16,19,10,7.11
2015-08-11,23,20,17,29,14,0
2015-08-12,23,19,16,14,8,0
2015-08-13,28,22,16,27,14,0
2015-08-14,29,24,19,23,14,2.03
2015-08-15,27,22,18,14,6,0
2015-08-16,22,19,17,19,8,10.92
2015-08-17,19,17,15,14,8,7.87
2015-08-18,16,15,14,14,8,6.1
2015-08-19,21,17,13,16,5,0
2015-08-20,23,18,12,11,5,0
2015-08-21,25,19,12,19,8,0
2015-08-22,26,18,11,21,10,0
2015-08-23,24,18,11,29,14,0
2015-08-24,26,20,14,29,16,0
2015-08-25,21,18,15,35,23,0.25
2015-08-26,26,21,15,29,18,0
2015-08-27,22,18,14,26,16,7.11
2015-08-28,20,16,12,18,10,0
2015-08-29,24,17,9,19,6,0
2015-08-30,29,22,15,32,8,14.99
2015-08-31,32,26,19,23,8,0
2015-09-01,19,17,13,24,16,5.08
2015-09-02,19,15,11,24,13,0
2015-09-03,18,13,9,14,6,1.02
2015-09-04,18,13,9,26,13,0.76
2015-09-05,16,13,11,32,23,1.02
2015-09-06,17,13,10,40,29,0.51
2015-09-07,18,14,10,26,16,0
2015-09-08,18,13,8,16,8,0
2015-09-09,19,13,8,23,10,0
2015-09-10,19,13,7,26,11,0
2015-09-11,17,12,8,26,11,0
2015-09-12,20,15,10,19,11,6.1
2015-09-13,21,18,15,16,8,1.02
2015-09-14,21,18,14,26,11,7.11
2015-09-15,17,14,11,35,19,0
2015-09-16,18,14,12,34,16,3.05
2015-09-17,18,16,13,37,29,3.05
